elo region winPercent totalGames winStreak
1179 "North America" 64.29 14 -2
1179 "North America" 64.29 14 -1
1179 "North America" 61.11 18 -2
1179 "Europe" 52.7 74 1
1179 "Asia" 53.69 149 2
1179 "Europe" 56.76 37 2
1179 "Europe" 53.42 146 -1
1179 "Europe" 55.1 49 2
1179 "Europe" 70 10 1
1179 "Europe" 56.52 23 -1
1179 "Europe" 64.71 17 1
1179 "Europe" 54.84 93 -1
1179 "Europe" 58.82 17 -4
1179 "Europe" 54.17 24 1
1179 "South America" 66.67 12 -1
1179 "Europe" 55.71 70 -1
1179 "Europe" 48.72 39 -1
1179 "Europe" 53.85 26 1
1179 "Europe" 51.04 96 -4
1179 "Europe" 56.25 32 -1
1179 "Europe" 62.5 16 1
1179 "Europe" 58.62 58 5
1179 "Europe" 64.71 17 1
1179 "Europe" 54.55 44 2
1179 "Europe" 53.57 56 4
1179 "North America" 60 15 -5
1179 "Europe" 64.29 14 2
1179 "Asia" 70 10 1
1179 "Asia" 66.67 15 2
1179 "Asia" 54.17 24 -5
1179 "Europe" 51.43 35 -3
1179 "North America" 52.17 115 -1
1179 "Europe" 58.62 29 3
1179 "Asia" 55.96 109 4
1179 "Europe" 69.23 13 1
1179 "Europe" 52.13 188 2
1179 "Europe" 62.07 29 4
1179 "Europe" 60 20 1
1179 "Europe" 63.64 22 1
1179 "Europe" 58.93 56 2
1179 "Europe" 57.61 92 -1
1179 "North America" 55.88 102 -1
1179 "North America" 49.3 71 -2
1179 "South America" 66.67 18 3
1179 "Europe" 58.82 17 -1
1179 "Europe" 66.67 12 -1
1179 "Asia" 53.03 264 1
1179 "Europe" 55.81 43 -2
1179 "Asia" 52.5 40 1
1179 "Asia" 51.02 49 -2
1179 "Europe" 55.56 45 1
1179 "Europe" 54.84 31 1
1179 "Europe" 57.45 94 -2
1179 "South America" 69.23 13 4
1178 "Europe" 62 50 3
1178 "Oceania" 59.09 22 1
1178 "North America" 64.29 14 -2
1178 "North America" 51.08 231 -4
1178 "Europe" 54.84 62 -1
1178 "Europe" 54.17 24 -4
1178 "Europe" 64.29 14 -2
1178 "Europe" 57.14 21 2
1178 "Europe" 63.16 19 2
1178 "North America" 66.67 12 1
1178 "Europe" 65.52 29 5
1178 "Europe" 52.54 59 7
1178 "Asia" 52.08 48 -2
1178 "Europe" 62.5 24 -1
1178 "South America" 56.1 41 -3
1178 "North America" 70 10 1
1178 "North America" 51.43 140 -2
1178 "Europe" 53.47 101 2
1178 "Europe" 53.33 60 2
1178 "Europe" 60 15 -2
1178 "Europe" 55.24 105 -1
1178 "Asia" 70 10 -2
1178 "Oceania" 54.55 99 -2
1178 "Europe" 53.33 45 1
1178 "North America" 56.16 73 -1
1178 "Oceania" 50.83 120 1
1178 "Asia" 70 10 -1
1178 "Asia" 72.73 11 5
1178 "North America" 70 10 1
1178 "North America" 70 10 1
1178 "Europe" 58.97 39 5
1178 "North America" 55.56 27 -4
1178 "Europe" 52.82 142 2
1178 "Europe" 70 10 -1
1178 "North America" 70 10 1
1178 "South America" 52.78 108 1
1178 "Asia" 61.9 21 1
1178 "Europe" 70 10 -1
1178 "Europe" 53.29 152 2
1178 "North America" 53.04 115 -3
1178 "Europe" 57.89 19 -1
1178 "North America" 50 156 -1
1178 "Europe" 70 10 1
1178 "North America" 70 10 1
1178 "Europe" 51.72 58 2
1178 "North America" 61.9 21 1
1178 "Europe" 66.67 12 1
1178 "North America" 60 30 5
1178 "Europe" 63.16 19 2
1178 "Europe" 70 10 -1
1178 "Europe" 55 20 -1
1178 "Europe" 59.32 59 4
1178 "North America" 72.73 11 5
1178 "Europe" 61.9 21 -2
1178 "Europe" 64.29 14 -2
1178 "Europe" 50.89 112 1
1178 "Asia" 57.89 19 -3
1178 "North America" 66.67 12 3
1178 "Europe" 70 10 -1
1178 "Europe" 60 20 1
1178 "North America" 57.14 56 -1
1178 "Europe" 69.23 13 -1
1178 "North America" 55.93 59 -1
1178 "North America" 51.57 159 -1
1178 "Europe" 54.17 96 1
1178 "Europe" 60 20 -2
1178 "Africa" 53.33 30 1
1178 "Asia" 59.18 49 2
1178 "Europe" 53.09 194 4
1177 "Europe" 66.67 15 1
1177 "Europe" 52.98 151 -1
1177 "Asia" 55.95 84 1
1177 "Europe" 56.52 23 -2
1177 "Europe" 66.67 12 -1
1177 "Europe" 55.05 109 1
1177 "Europe" 70 10 -1
1177 "Europe" 52.82 248 -3
1177 "North America" 60 20 1
1177 "Asia" 58.62 29 -1
1177 "South America" 70 10 -2
1177 "Europe" 57.14 21 -2
1177 "Europe" 52.98 151 -4
1177 "Asia" 60 25 -1
1177 "Europe" 66.67 12 5
1177 "Europe" 51.2 125 1
1177 "Europe" 57.14 49 2
1177 "Asia" 56.7 97 2
1177 "Asia" 69.23 13 4
1177 "Europe" 51.11 45 1
1177 "North America" 56.25 32 -4
1177 "Europe" 55 40 -1
1177 "Asia" 66.67 12 -1
1177 "Asia" 64.29 14 -1
1177 "Oceania" 70 10 -1
1177 "Asia" 55.32 47 -1
1177 "Europe" 70 10 -1
1177 "Asia" 53.62 69 3
1177 "North America" 52.78 72 -1
1177 "North America" 59.09 22 -2
1177 "Europe" 57.14 28 1
1177 "Europe" 62.5 16 -3
1177 "Europe" 68.97 29 -1
1177 "Europe" 54.84 31 1
1177 "Europe" 56.86 51 -1
1177 "North America" 53.23 124 1
1177 "Oceania" 54.55 99 -5
1177 "Europe" 52.57 175 1
1177 "North America" 68.75 16 6
1177 "Europe" 64.71 17 -1
1177 "Asia" 62.5 40 1
1177 "Europe" 66.67 12 2
1177 "Asia" 68.75 16 2
1177 "Europe" 54.29 70 -1
1177 "North America" 54.67 75 6
1177 "Europe" 63.16 19 -1
1177 "Europe" 52 25 -2
1177 "North America" 58.82 17 -3
1177 "Europe" 53.26 92 3
1177 "Europe" 70 10 -1
1177 "Europe" 53.33 30 -1
1177 "Oceania" 55.2 125 -1
1177 "Asia" 53.57 28 2
1177 "Europe" 51.49 235 -1
1177 "North America" 70 10 -1
1177 "Europe" 70 10 1
1177 "Europe" 54.84 31 -1
1177 "South America" 61.9 21 -1
1177 "Europe" 63.16 19 1
1177 "Europe" 55.56 54 -5
1177 "Asia" 62.5 24 2
1177 "Europe" 56.67 30 2
1177 "Europe" 64.29 14 1
1177 "Asia" 66.67 12 1
1177 "Asia" 51.39 144 -1
1177 "Europe" 57.89 19 -4
1177 "Asia" 61.11 18 1
1177 "North America" 58.33 24 5
1177 "Europe" 70 10 1
1177 "Europe" 51.91 235 -1
1177 "North America" 59.62 52 3
1177 "Asia" 64.29 28 5
1177 "Europe" 52.68 112 -3
1177 "Asia" 53.16 79 1
1177 "Europe" 51.82 137 -1
1177 "North America" 66.67 12 1
1177 "Europe" 56.25 32 1
1177 "North America" 54.39 114 2
1177 "Europe" 70 10 -1
1176 "Oceania" 61.11 18 -1
1176 "Asia" 54.88 82 -1
1176 "Asia" 66.67 12 -2
1176 "South America" 54.9 51 2
1176 "North America" 57.14 28 1
1176 "North America" 56 50 7
1176 "North America" 55.65 115 1
1176 "Europe" 52.17 23 -3
1176 "Europe" 70 10 1
1176 "North America" 61.9 21 3
1176 "Europe" 50 34 -1
1176 "Europe" 70 10 1
1176 "Oceania" 66.67 12 1
1176 "North America" 70 10 1
1176 "North America" 52.45 347 -1
1176 "Asia" 70 10 1
1176 "North America" 70 10 2
1176 "North America" 51.61 217 2
1176 "North America" 66.67 15 3
1176 "Asia" 69.23 13 1
1176 "Europe" 57.14 35 2
1176 "Europe" 57.14 35 -1
1176 "Europe" 56.25 32 -1
1176 "South America" 59.26 27 -1
1176 "Asia" 54.05 74 2
1176 "Asia" 70 10 -2
1176 "Asia" 70 10 -1
1176 "Asia" 59.38 32 -1
1176 "Oceania" 57.14 35 -1
1176 "Oceania" 55.38 65 -2
1176 "North America" 54.05 74 2
1176 "Europe" 66.67 12 -1
1176 "Europe" 51.22 41 -4
1176 "Europe" 54.05 37 -2
1176 "North America" 56.52 23 -1
1176 "Europe" 50.55 273 5
1176 "Europe" 70 10 1
1176 "North America" 50.59 85 -1
1176 "Asia" 63.16 19 4
1176 "Europe" 53.7 108 1
1176 "Europe" 54.55 66 -2
1176 "North America" 70 10 1
1176 "North America" 70 10 1
1176 "Europe" 58.82 34 -3
1176 "Europe" 66.67 18 3
1176 "South America" 66.67 15 2
1176 "Europe" 52.81 89 3
1176 "North America" 51.33 113 1
1176 "North America" 65 20 4
1176 "North America" 58.54 41 -1
1176 "North America" 53.33 90 -2
1176 "Europe" 72.73 11 6
1176 "North America" 58.33 24 1
1176 "Europe" 70 10 1
1176 "Europe" 70 10 -1
1176 "North America" 66.67 12 -1
1176 "Europe" 61.54 39 1
1176 "Europe" 55.88 34 1
1176 "North America" 51.72 29 -2
1176 "North America" 64.29 14 1
1176 "Europe" 55.56 36 4
1176 "Asia" 61.54 13 -2
1176 "Asia" 55.32 94 -1
1176 "Asia" 57.14 21 1
1176 "North America" 53.08 130 -2
1176 "Asia" 54.67 150 5
1176 "Europe" 66.67 15 -1
1176 "North America" 57.5 40 2
1176 "North America" 56.25 32 4
1176 "North America" 52.87 87 -5
1176 "Europe" 51.61 31 -1
1176 "Europe" 53.01 183 -1
1176 "Europe" 61.7 47 2
1176 "Europe" 56.41 39 2
1176 "North America" 54.26 94 1
1176 "Europe" 70 10 -1
1176 "Europe" 51.27 316 -7
1176 "Africa" 61.54 13 -5
1176 "Europe" 50 38 -4
1176 "Europe" 60.98 41 1
1176 "Europe" 55.17 29 3
1176 "Europe" 54.55 33 -2
1176 "Europe" 54.55 55 -2
1176 "North America" 51.61 62 1
1176 "Europe" 61.76 34 1
1176 "Europe" 66.67 12 1
1176 "Europe" 55.56 27 -2
1176 "South America" 56.76 74 1
1176 "Europe" 55.56 54 2
1176 "Europe" 65.52 29 -1
1176 "Europe" 65.22 23 2
1176 "Europe" 70 10 -1
1175 "Europe" 66.67 15 2
1175 "Europe" 54.37 103 -3
1175 "North America" 55.17 29 1
1175 "Europe" 53.01 83 1
1175 "Europe" 54.55 44 -1
1175 "Europe" 53.23 124 -3
1175 "Asia" 50.79 63 3
1175 "Europe" 70 10 1
1175 "Asia" 55.26 76 5
1175 "North America" 51.39 144 -3
1175 "North America" 52.59 251 -1
1175 "Europe" 54.64 97 2
1175 "Europe" 70 10 -1
1175 "Oceania" 52.1 167 1
1175 "North America" 66.67 12 2
1175 "North America" 61.76 34 1
1175 "Asia" 52.78 36 -1
1175 "Europe" 63.16 19 -1
1175 "Europe" 60 30 6
1175 "Europe" 55.24 105 1
1175 "North America" 51.45 138 -3
1175 "Europe" 46.75 77 3
1175 "Oceania" 56.76 37 -1
1175 "Oceania" 60.71 28 2
1175 "North America" 58.97 39 1
1175 "North America" 60 25 1
1175 "South America" 60 40 -1
1175 "North America" 70 10 1
1175 "North America" 64.29 14 1
1175 "Europe" 54.07 135 3
1175 "Asia" 55.38 65 -2
1175 "North America" 61.11 18 -1
1175 "Europe" 59.26 27 -3
1175 "Europe" 59.57 47 4
1175 "Europe" 53.29 167 -1
1175 "Europe" 61.11 18 1
1175 "Asia" 58.33 24 -3
1175 "Europe" 54.22 83 -1
1175 "Asia" 64.29 14 -1
1175 "Europe" 59.09 22 -2
1175 "Asia" 70 10 -1
1175 "North America" 57.58 66 -2
1175 "Europe" 61.9 21 1
1175 "Asia" 66.67 12 1
1175 "Europe" 58.33 48 2
1175 "Asia" 53.7 54 2
1175 "North America" 66.67 12 -3
1175 "North America" 62.5 48 8
1175 "Europe" 51.92 52 2
1175 "Europe" 65.38 26 2
1175 "Europe" 69.23 13 1
1175 "Asia" 70 10 1
1175 "Europe" 62.5 16 -2
1175 "Asia" 58.82 51 -3
1175 "Europe" 63.64 11 -1
1175 "Europe" 54.74 137 1
1175 "Asia" 70 10 1
1175 "Europe" 70 10 -1
1175 "North America" 50 150 1
1175 "South America" 53.42 73 -1
1175 "North America" 54.05 111 1
1175 "Europe" 70 10 1
1175 "North America" 53.12 96 -1
1175 "Europe" 70 10 -1
1175 "Europe" 63.33 30 2
1175 "Europe" 52.9 138 -1
1175 "Europe" 66.67 12 -1
1175 "Europe" 55.77 52 1
1175 "Europe" 57.14 21 -3
1175 "Europe" 59.09 44 -1
1175 "Europe" 51.72 58 -2
1175 "Oceania" 56.52 46 -2
1175 "North America" 70 10 -2
1175 "Europe" 51.52 165 -2
1175 "North America" 56.25 32 2
1175 "North America" 57.14 21 1
1175 "Europe" 70 10 -1
1175 "Europe" 66.67 12 -1
1175 "Europe" 56 25 3
1175 "Europe" 55.22 67 1
1175 "North America" 70 10 -1
1175 "Asia" 62 50 12
1175 "North America" 65 20 3
1175 "Europe" 53.15 111 2
1175 "Asia" 61.11 18 -2
1174 "Europe" 70 10 2
1174 "Asia" 66.67 12 -1
1174 "Asia" 59.57 47 5
1174 "North America" 54.9 51 1
1174 "North America" 64.29 14 -1
1174 "Asia" 55.24 105 -2
1174 "Europe" 64.29 14 1
1174 "South America" 47.37 38 -2
1174 "North America" 56.98 86 1
1174 "Europe" 52.29 109 1
1174 "Asia" 59.26 54 3
1174 "Europe" 64.29 14 1
1174 "Europe" 55.88 34 -1
1174 "North America" 53.06 49 -1
1174 "Europe" 70 10 2
1174 "Asia" 53.62 138 4
1174 "Europe" 51.22 123 1
1174 "North America" 52.44 82 -2
1174 "Europe" 58.06 62 -2
1174 "Asia" 70 10 1
1174 "Europe" 52.63 38 3
1174 "Asia" 51.32 76 1
1174 "Asia" 58.82 17 -3
1174 "North America" 51.85 27 -1
1174 "Asia" 52.63 114 2
1174 "North America" 56.14 57 1
1174 "North America" 53.19 94 -1
1174 "Europe" 53.66 41 1
1174 "Asia" 52.08 48 1
1174 "North America" 54.24 59 -1
1174 "Asia" 52.61 211 -2
1174 "Europe" 59.09 44 2
1174 "South America" 64.71 17 4
1174 "Europe" 55 20 -1
1174 "Asia" 55 60 3
1174 "Oceania" 60 15 -2
1174 "Europe" 66.67 12 1
1174 "Asia" 70 10 1
1174 "Asia" 53.66 82 -1
1174 "North America" 55.1 49 1
1174 "Europe" 62.5 48 -1
1174 "Europe" 55.17 58 1
1174 "Asia" 58.33 24 -3
1174 "Europe" 61.11 18 1
1174 "Asia" 66.67 24 1
1174 "North America" 69.23 13 -1
1174 "North America" 56.6 53 -3
1174 "South America" 70 10 2
1174 "Europe" 58.33 36 4
1174 "Asia" 64.29 14 1
1174 "Asia" 52.38 63 5
1174 "North America" 57.78 45 1
1174 "Europe" 51.88 133 2
1174 "Europe" 64.29 14 -1
1174 "North America" 53.17 126 1
1174 "Asia" 54.55 55 4
1174 "Europe" 53.03 66 -1
1174 "Europe" 52.86 227 -3
1174 "North America" 52.17 69 -2
1174 "Europe" 56.25 64 2
1174 "Asia" 57.14 56 2
1174 "Europe" 54.41 68 -3
1174 "North America" 61.54 52 9
1174 "Europe" 69.23 13 3
1174 "North America" 53.76 93 -2
1174 "Europe" 64.29 14 1
1174 "South America" 66.67 12 -1
1174 "Europe" 55.74 61 -2
1174 "Europe" 54.55 55 2
1174 "North America" 51.69 178 2
1174 "North America" 61.9 21 -1
1173 "Europe" 62.5 24 -1
1173 "Asia" 70 10 -2
1173 "Asia" 52 25 -1
1173 "Europe" 61.9 21 -1
1173 "Asia" 58.62 29 -3
1173 "Europe" 66.67 12 1
1173 "North America" 51.02 98 -2
1173 "Europe" 60 15 -2
1173 "Europe" 54.41 68 1
1173 "Asia" 52.94 136 1
1173 "Europe" 52.08 48 1
1173 "Europe" 70 10 1
1173 "North America" 51.49 101 -3
1173 "Oceania" 57.41 54 3
1173 "Oceania" 70 10 1
1173 "Europe" 52.11 71 2
1173 "Europe" 60 25 1
1173 "Oceania" 58.23 79 -1
1173 "North America" 58.82 17 -2
1173 "Asia" 57.89 19 -3
1173 "Asia" 54.72 106 -1
1173 "Asia" 65 40 -2
1173 "Europe" 54.55 132 4
1173 "Oceania" 63.64 22 4
1173 "Europe" 52.26 243 6
1173 "Asia" 56.25 48 2
1173 "Europe" 50.68 294 1
1173 "North America" 61.54 13 -4
1173 "North America" 55.7 79 2
1173 "Oceania" 61.54 13 -2
1173 "Europe" 51.97 152 -2
1173 "Europe" 53.85 26 2
1173 "North America" 52.38 63 3
1173 "Oceania" 54 50 2
1173 "North America" 54.05 111 4
1173 "Europe" 66.67 15 2
1173 "Europe" 61.76 34 1
1173 "Europe" 70 10 2
1173 "Europe" 70 10 2
1173 "Asia" 60.61 33 5
1173 "Europe" 64.29 14 -1
1173 "Asia" 51.37 401 -1
1173 "North America" 66.67 12 2
1173 "Asia" 64.1 39 1
1173 "Europe" 55.56 72 -2
1173 "Europe" 70 10 -2
1173 "Asia" 66.67 12 1
1173 "Europe" 57.69 52 -1
1173 "Asia" 56.16 73 2
1173 "Europe" 64.29 14 2
1173 "Europe" 52.94 51 -1
1173 "Europe" 61.54 26 1
1173 "Europe" 55 80 2
1173 "Europe" 52 125 -1
1173 "North America" 64.29 14 -1
1173 "Europe" 61.11 18 -2
1173 "Europe" 51.72 87 3
1173 "Asia" 53.64 151 3
1173 "North America" 59.38 32 1
1173 "Europe" 58.82 17 -2
1173 "Asia" 57.89 19 -3
1173 "Asia" 55.81 43 -1
1173 "Europe" 55.56 36 1
1173 "Asia" 57.14 49 1
1173 "North America" 70 10 -1
1173 "North America" 47.52 101 1
1173 "Europe" 70 10 1
1173 "Europe" 52.7 148 -3
1173 "North America" 55.26 76 2
1173 "Europe" 66.67 12 2
1173 "Asia" 57.89 19 2
1173 "Europe" 66.67 24 7
1173 "Asia" 51.06 94 6
1173 "Europe" 61.9 21 1
1173 "Europe" 70 10 -1
1173 "Europe" 57.78 45 -3
1173 "South America" 59.09 22 2
1173 "Europe" 52.94 102 -1
1173 "Asia" 70 10 -1
1173 "Asia" 52.41 187 -2
1173 "North America" 64.29 14 2
1173 "Europe" 70 10 1
1173 "Europe" 56.25 32 -1
1172 "Asia" 53.12 96 -2
1172 "Oceania" 53.05 164 1
1172 "North America" 51.69 178 -1
1172 "Asia" 54.32 81 3
1172 "Europe" 55.36 56 2
1172 "Europe" 54.1 61 2
1172 "Europe" 63.64 22 -1
1172 "Europe" 70 10 2
1172 "North America" 66.67 12 -1
1172 "Europe" 66.67 12 1
1172 "Europe" 60.47 43 2
1172 "North America" 58.33 48 1
1172 "North America" 53.85 91 -3
1172 "Asia" 52.17 46 -3
1172 "Europe" 52.14 117 -1
1172 "Europe" 64.29 14 -2
1172 "Asia" 54.47 123 1
1172 "Europe" 56.25 32 -3
1172 "North America" 54.39 57 3
1172 "Europe" 56.52 23 1
1172 "Europe" 63.16 19 2
1172 "North America" 66.67 12 1
1172 "Europe" 51.52 33 -1
1172 "North America" 63.64 22 -1
1172 "Europe" 66.67 12 -1
1172 "Europe" 54.35 46 5
1172 "North America" 52.33 86 1
1172 "North America" 60.71 28 1
1172 "North America" 52.5 40 2
1172 "Europe" 58.82 34 3
1172 "North America" 64.71 17 5
1172 "Europe" 53.57 84 -1
1172 "North America" 56.52 23 2
1172 "Europe" 70 10 -1
1172 "Asia" 64.29 14 1
1172 "Asia" 72.73 11 5
1172 "Europe" 55.1 49 -1
1172 "Europe" 64.29 14 2
1172 "Europe" 58.82 17 -3
1172 "Asia" 54.55 22 -6
1172 "Europe" 54.44 90 -2
1172 "Asia" 60 45 -1
1172 "Europe" 57.89 19 -4
1172 "Europe" 64.29 14 2
1172 "North America" 66.67 12 -2
1172 "Oceania" 54.05 37 3
1172 "Asia" 55.56 72 1
1172 "South America" 61.54 13 -4
1172 "Europe" 55.13 78 -1
1172 "North America" 55.68 88 -3
1172 "Europe" 56.9 58 -1
1172 "North America" 55.88 34 1
1172 "Europe" 64.29 14 1
1172 "Europe" 59.09 22 2
1172 "Oceania" 63.16 19 -2
1172 "North America" 58.33 24 2
1172 "Europe" 51.72 29 2
1172 "Europe" 70 10 1
1172 "Europe" 52.63 57 -4
1172 "Europe" 66.67 15 1
1172 "Europe" 53.85 26 -4
1172 "North America" 60.26 78 2
1172 "Asia" 70 10 -1
1172 "North America" 55.17 58 -2
1172 "North America" 62.5 16 -1
1172 "Europe" 70 10 -1
1172 "North America" 50 60 1
1172 "Europe" 56.76 37 -3
1172 "North America" 58.54 41 -1
1172 "North America" 62.5 16 1
1172 "Europe" 54.05 37 2
1172 "Europe" 60 20 2
1172 "Europe" 58.82 17 -4
1172 "Europe" 64.71 17 4
1172 "Europe" 66.67 12 2
1171 "Europe" 72.73 11 6
1171 "Asia" 62.16 37 -1
1171 "Europe" 57.26 117 10
1171 "Europe" 61.7 47 1
1171 "Europe" 51.48 169 2
1171 "Europe" 57.78 45 2
1171 "Europe" 54.29 35 -1
1171 "Europe" 61.11 18 -1
1171 "North America" 61.11 18 1
1171 "Asia" 48.78 82 -2
1171 "North America" 60 15 -2
1171 "North America" 70 10 2
1171 "North America" 80 10 2
1171 "South America" 62.5 16 -1
1171 "North America" 70 10 1
1171 "North America" 60 30 -4
1171 "Europe" 54.41 68 6
1171 "Europe" 66.67 12 1
1171 "Europe" 62.5 16 -1
1171 "North America" 51.02 98 -1
1171 "Europe" 55.32 47 1
1171 "Asia" 50.84 238 -2
1171 "Europe" 61.11 18 1
1171 "Asia" 49.85 327 3
1171 "North America" 66.67 18 1
1171 "South America" 52.17 161 -1
1171 "North America" 64 25 2
1171 "North America" 58.33 24 1
1171 "North America" 54.29 140 13
1171 "Asia" 54.41 136 2
1171 "Europe" 54.55 88 -2
1171 "North America" 61.11 18 -1
1171 "North America" 51.85 54 1
1171 "Europe" 59.09 22 -3
1171 "North America" 55.1 49 -2
1171 "North America" 61.54 13 -5
1171 "Europe" 64.71 17 -1
1171 "Asia" 50 58 -1
1171 "Europe" 57.89 19 1
1171 "North America" 60.61 33 8
1171 "Europe" 70 10 2
1171 "Asia" 63.64 11 -1
1171 "Europe" 53.19 47 1
1171 "Asia" 53.68 95 -1
1171 "Europe" 66.67 12 -1
1171 "Europe" 54.55 66 -1
1171 "Europe" 60 15 -5
1171 "Europe" 54.43 79 -2
1171 "Europe" 60 30 1
1171 "Europe" 62.5 16 2
1171 "Europe" 54.64 97 -4
1171 "Europe" 69.23 13 5
1171 "Asia" 60 30 1
1171 "Europe" 53.85 26 -1
1171 "Asia" 60 40 1
1171 "Europe" 70 10 -2
1171 "Europe" 54.29 35 1
1171 "Europe" 54.41 68 5
1171 "South America" 50 28 -7
1171 "Europe" 70 10 -1
1171 "Europe" 59.26 27 2
1171 "Europe" 52.35 170 -1
1171 "South America" 62.5 16 1
1171 "Asia" 58.11 74 6
1171 "Europe" 57.75 71 1
1171 "North America" 53.52 71 -1
1171 "Europe" 55.95 84 1
1171 "Europe" 55.7 79 -2
1171 "Europe" 60 25 1
1171 "North America" 51.67 269 -7
1171 "Asia" 64.29 14 -1
1171 "North America" 70 10 2
1171 "North America" 54.55 22 -4
1171 "North America" 49.09 55 2
1171 "Europe" 63.64 11 -1
1171 "Europe" 57.89 38 -1
1171 "Europe" 57.53 73 -1
1170 "Europe" 58.33 24 -3
1170 "Asia" 59.38 32 4
1170 "South America" 61.11 18 1
1170 "Asia" 70 10 1
1170 "North America" 55.56 36 -3
1170 "Europe" 60 20 -1
1170 "Oceania" 69.23 13 5
1170 "Asia" 59.7 67 1
1170 "Oceania" 56 25 1
1170 "Africa" 51.92 156 -1
1170 "Asia" 53.25 77 -2
1170 "Europe" 61.11 18 1
1170 "Europe" 61.76 34 1
1170 "Europe" 66.67 15 2
1170 "North America" 55.13 78 1
1170 "Europe" 59.09 22 2
1170 "Europe" 56 25 -2
1170 "Europe" 59.26 27 2
1170 "Europe" 62.5 16 1
1170 "Europe" 59.38 32 2
1170 "Europe" 52.86 140 1
1170 "Europe" 68.75 16 5
1170 "Asia" 51.55 161 -2
1170 "North America" 66.67 12 1
1170 "Europe" 50 60 2
1170 "North America" 55.56 54 1
1170 "Asia" 60.61 33 -1
1170 "Asia" 52.54 59 1
1170 "Europe" 51 100 -4
1170 "Europe" 54.12 194 1
1170 "North America" 58.14 43 3
1170 "North America" 55.21 96 2
1170 "Asia" 70 10 -2
1170 "South America" 70 10 1
1170 "North America" 55.26 38 1
1170 "Europe" 59.57 47 3
1170 "Europe" 51.04 96 -3
1170 "Europe" 55.71 70 4
1170 "Oceania" 53.12 64 1
1170 "North America" 61.9 21 -1
1170 "Europe" 53.51 114 -1
1170 "Asia" 60 15 -2
1170 "Oceania" 51.85 27 -6
1170 "Europe" 60 20 -1
1170 "Asia" 56.25 48 -2
1170 "Europe" 58.97 39 4
1170 "Asia" 70 10 -1
1170 "Europe" 56.41 39 -1
1170 "Asia" 57.69 52 -1
1170 "Europe" 53.33 45 -1
1170 "Europe" 62.5 16 1
1170 "Europe" 53.38 148 2
1170 "Europe" 49.12 57 -3
1170 "Europe" 51.16 43 -1
1170 "Europe" 63.64 11 -2
1170 "North America" 70 10 2
1170 "Europe" 57.89 19 -2
1170 "Asia" 70 10 -1
1170 "North America" 59.09 22 -1
1170 "Europe" 56.41 39 4
1170 "Europe" 63.64 22 2
1170 "Oceania" 53.74 214 6
1170 "Asia" 58.82 17 -1
1170 "South America" 58.33 48 1
1170 "Oceania" 52.02 173 1
1170 "Asia" 56 25 2
1170 "Europe" 55.93 59 -1
1170 "Europe" 60.53 38 1
1170 "North America" 52.47 162 1
1170 "Europe" 50.57 263 1
1170 "Asia" 70 10 -1
1170 "Europe" 64.29 14 -1
1170 "Asia" 57.5 40 -1
1170 "Europe" 52.44 82 4
1170 "Asia" 66.67 12 2
1170 "Europe" 52.3 174 -2
1170 "North America" 64.52 31 -1
1170 "Europe" 57.14 21 1
1170 "South America" 52.44 82 1
1170 "South America" 70 10 -1
1170 "Europe" 54.55 22 -3
1170 "Europe" 56.76 37 -1
1170 "South America" 55.42 83 -1
1170 "South America" 62.96 27 1
1170 "North America" 70 10 1
1170 "Asia" 62.5 16 2
1170 "North America" 56.72 67 3
1170 "Europe" 53.66 41 -1
1170 "North America" 57.14 70 1
1170 "North America" 60.61 33 4
1170 "Europe" 52.82 142 -2
1170 "Asia" 61.11 18 1
1170 "North America" 55.32 94 -1
1170 "North America" 52.73 110 -1
1170 "North America" 69.23 13 2
1170 "North America" 52.92 240 3
1170 "Europe" 70 10 2
1169 "Europe" 51.52 66 8
1169 "Asia" 51.33 113 -5
1169 "Asia" 57.69 26 -1
1169 "Asia" 70 10 1
1169 "North America" 55.1 49 5
1169 "South America" 57.14 35 2
1169 "Europe" 60.61 33 1
1169 "Europe" 63.64 11 3
1169 "Europe" 60.61 33 1
1169 "South America" 53.85 52 1
1169 "Europe" 50.54 93 -1
1169 "Europe" 53.85 26 -5
1169 "Europe" 58.62 29 -1
1169 "Europe" 53.57 28 3
1169 "Asia" 58.82 17 -1
1169 "Asia" 70 10 -1
1169 "Asia" 70 10 1
1169 "Oceania" 61.9 21 3
1169 "Asia" 55.56 45 2
1169 "Europe" 62.96 27 7
1169 "North America" 70 10 -1
1169 "Europe" 57.14 14 -3
1169 "Europe" 61.54 13 1
1169 "Europe" 53.06 147 -1
1169 "Europe" 56.79 81 1
1169 "Asia" 58.33 24 1
1169 "Asia" 64.71 17 3
1169 "Europe" 59.09 22 1
1169 "Europe" 68.75 16 7
1169 "North America" 51.22 82 -1
1169 "North America" 60 15 -3
1169 "South America" 60 25 1
1169 "North America" 70 10 1
1169 "Oceania" 57.81 64 2
1169 "North America" 58.82 17 1
1169 "South America" 52.75 218 3
1169 "Europe" 62.5 24 -2
1169 "Europe" 70 10 -1
1169 "Europe" 54.11 146 1
1169 "North America" 59.09 22 -2
1169 "North America" 57.63 59 2
1169 "South America" 56.52 23 -3
1169 "South America" 57.69 26 -2
1169 "North America" 53.57 140 -3
1169 "Europe" 51.3 115 1
1169 "Europe" 51.47 408 -2
1169 "Asia" 70 10 1
